,PUMA,NP,ACCESS,BATH,BDSP,BLD,BROADBND,COMPOTHX,DIALUP,ELEFP,ELEP,FS,FULFP,GASFP,HFL,HISPEED,LAPTOP,OTHSVCEX,REFR,RMSP,RNTM,RNTP,SATELLITE,SMARTPHONE,TABLET,TEL,TEN,VEH,WATFP,YBL,GRPIP,HHL,HHLANP,HHT,HINCP,HUPAC,KIT,LNGI,MULTG,MV,NOC,NPP,NR,PARTNER,PSF,R18,R65,RESMODE,SRNT,SSMC,WGTP_CLT,AMI,AFF_OCC,COST_BURDALL,Cluster
815,Charlotte City (Central),1,"Yes, by paying a cell phone company or Internet service provider",Yes,3,2,Yes,No,No,Valid monthly electricity cost in ELEP,150.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,5,No,800.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,5,30.0,English only,9500.0,Nonfamily household: Female householder: Living alone,45000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,202.0,81 to 100%,51 to 60%,Yes,Cluster 1
816,Charlotte City (Northwest),1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,7,No,No,No,Valid monthly electricity cost in ELEP,60.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,3,No,550.0,No,Yes,Yes,Yes,Rented,1 vehicle,Included in rent or in condo fee,5,24.0,English only,9500.0,Nonfamily household: Female householder: Living alone,30000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,285.76,51 to 60%,31 to 50%,No,Cluster 1
817,Charlotte City (Central),2,"Yes, by paying a cell phone company or Internet service provider",Yes,2,2,Yes,No,No,Valid monthly electricity cost in ELEP,70.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,4,No,880.0,No,Yes,No,Yes,Rented,2 vehicles,Valid annual water cost in WATP,4,11.0,English only,9500.0,Nonfamily household: Female householder: Not living alone,108000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,"Female householder, male partner",No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,151.0,Greater than 120%,61 to 80%,No,Cluster 0
818,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1,"Yes, by paying a cell phone company or Internet service provider",Yes,2,5,Yes,No,No,Valid monthly electricity cost in ELEP,100.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,4,No,780.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,6,12.0,Asian and Pacific Island languages,3220.0,Nonfamily household: Male householder: Living alone,86000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,n,Greater than 120%,51 to 60%,No,Cluster 0
819,Charlotte City (Southwest),6,"Yes, by paying a cell phone company or Internet service provider",Yes,2,6,Yes,No,No,Valid monthly electricity cost in ELEP,90.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,4,No,560.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,2007,24.0,Spanish,1200.0,Married couple household,35000.0,With children under 6 years and 6 to 17 years,"Yes, has stove or range, refrigerator, and sink with a faucet",No one in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",5 to 9 years,4.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,213.09,31 to 50%,31 to 50%,No,Cluster 3
820,Charlotte City (Central),1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,7,Yes,No,No,Valid monthly electricity cost in ELEP,60.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,2,No,950.0,No,Yes,Yes,Yes,Rented,1 vehicle,No charge,2006,17.0,English only,9500.0,Nonfamily household: Female householder: Living alone,72000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,41.0,Greater than 120%,61 to 80%,No,Cluster 0
821,Charlotte City (Southwest),2,"No access to the Internet at this house, apartment, or mobile home",Yes,2,2,Yes,No,No,Valid monthly electricity cost in ELEP,150.0,Yes,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,No,No,Yes,4,No,400.0,No,Yes,No,Yes,Rented,1 vehicle,Valid annual water cost in WATP,3,9.0,English only,9500.0,Married couple household,79000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,1 person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,159.08,Greater than 120%,31 to 50%,No,Cluster 1
822,Charlotte City (South),2,"Yes, by paying a cell phone company or Internet service provider",Yes,3,2,Yes,No,No,Valid monthly electricity cost in ELEP,150.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,6,No,1200.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,7,45.0,English only,9500.0,"Other family household: Female householder, no spouse present",40000.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,1.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,154.44,61 to 80%,61 to 80%,Yes,Cluster 3
823,Charlotte City (Southwest),2,"Yes, by paying a cell phone company or Internet service provider",Yes,3,2,Yes,No,No,Valid monthly electricity cost in ELEP,150.0,No,No charge or fuel other than gas or electricity not used,Included in electricity payment,Utility gas,Yes,Yes,No,Yes,6,No,1600.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,3,33.0,English only,9500.0,Nonfamily household: Female householder: Not living alone,67730.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,76.6,101 to 120%,81 to 100%,Yes,Cluster 0
824,Mecklenburg County (South)--Matthews Town (South),3,"Yes, by paying a cell phone company or Internet service provider",Yes,3,2,Yes,No,No,Valid monthly electricity cost in ELEP,200.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,No,Yes,No,Yes,4,No,1100.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,6,16.0,English only,9500.0,Married couple household,97000.0,With children under 6 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,1.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,74.18,Greater than 120%,61 to 80%,No,Cluster 3
825,Charlotte City (Central),2,"Yes, by paying a cell phone company or Internet service provider",Yes,2,9,Yes,No,No,Valid monthly electricity cost in ELEP,70.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,3,No,1900.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,2010,21.0,English only,9500.0,Nonfamily household: Male householder: Not living alone,116000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,65.0,Greater than 120%,Greater than 120%,No,Cluster 0
826,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",4,"Yes, by paying a cell phone company or Internet service provider",Yes,2,5,Yes,No,No,Valid monthly electricity cost in ELEP,230.0,Yes,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,4,No,860.0,No,Yes,Yes,Yes,Rented,1 vehicle,Included in rent or in condo fee,7,56.0,English only,9500.0,"Other family household: Female householder, no spouse present",23300.0,With children under 6 years and 6 to 17 years,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,3.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,38.44,30% and Below,61 to 80%,Yes,Cluster 3
827,Charlotte City (Central),1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,4,Yes,No,No,Valid monthly electricity cost in ELEP,60.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,3,No,1700.0,No,Yes,Yes,Yes,Rented,2 vehicles,Included in rent or in condo fee,2,39.0,English only,9500.0,Nonfamily household: Male householder: Living alone,55000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,228.0,101 to 120%,Greater than 120%,Yes,Cluster 0
828,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,2,"Yes, by paying a cell phone company or Internet service provider",Yes,1,7,Yes,No,No,Valid monthly electricity cost in ELEP,130.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,5,No,900.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,8,26.0,English only,9500.0,Nonfamily household: Female householder: Not living alone,48940.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,"Female householder, male partner",No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,39.55,81 to 100%,61 to 80%,No,Cluster 0
829,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,9,Yes,No,No,Valid monthly electricity cost in ELEP,90.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,3,No,1200.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,2016,11.0,English only,9500.0,Nonfamily household: Male householder: Living alone,140200.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,u,Greater than 120%,81 to 100%,No,Cluster 0
830,Charlotte City (Southwest),3,"Yes, by paying a cell phone company or Internet service provider",Yes,2,6,Yes,No,No,Valid monthly electricity cost in ELEP,110.0,Yes,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,3,No,1100.0,No,Yes,Yes,Yes,Rented,1 vehicle,Included in rent or in condo fee,2016,63.0,Spanish,1200.0,"Other family household: Female householder, no spouse present",23100.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"Yes, is a multigenerational household",12 months or less,1.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,1 person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,43.21,31 to 50%,61 to 80%,Yes,Cluster 3
831,Charlotte City (Central),1,"Yes, by paying a cell phone company or Internet service provider",Yes,3,9,Yes,No,No,Valid monthly electricity cost in ELEP,30.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,4,No,2800.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,8,52.0,English only,9500.0,Nonfamily household: Male householder: Living alone,65000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,102.0,Greater than 120%,Greater than 120%,Yes,Cluster 0
832,Charlotte City (Central),2,"Yes, by paying a cell phone company or Internet service provider",Yes,3,2,Yes,No,No,Valid monthly electricity cost in ELEP,80.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,6,No,1200.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,1,39.0,English only,9500.0,Nonfamily household: Female householder: Not living alone,45000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",5 to 9 years,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,135.0,61 to 80%,61 to 80%,Yes,Cluster 1
833,Charlotte City (Northwest),3,"Yes, by paying a cell phone company or Internet service provider",Yes,2,6,Yes,No,No,Valid monthly electricity cost in ELEP,50.0,Yes,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,4,No,750.0,No,Yes,Yes,Yes,Rented,1 vehicle,Included in rent or in condo fee,2008,12.0,English only,9500.0,"Other family household: Female householder, no spouse present",79000.0,With children under 6 years and 6 to 17 years,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,2.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,303.44,101 to 120%,31 to 50%,No,Cluster 3
834,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1,"Yes, by paying a cell phone company or Internet service provider",Yes,2,9,No,No,No,Valid monthly electricity cost in ELEP,50.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,5,No,680.0,No,Yes,No,Yes,Rented,1 vehicle,Included in rent or in condo fee,2012,28.0,Spanish,1200.0,Nonfamily household: Female householder: Living alone,31000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,52.7,51 to 60%,31 to 50%,No,Cluster 1
835,Charlotte City (South),2,"Yes, by paying a cell phone company or Internet service provider",Yes,1,9,Yes,No,No,No charge or electricity not used,114.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Other fuel,Yes,Yes,No,Yes,4,Yes,2800.0,No,Yes,Yes,Yes,Rented,1 vehicle,No charge,3,31.0,English only,9500.0,Married couple household,109000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,2 or more persons 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,69.3,Greater than 120%,Greater than 120%,Yes,Cluster 0
836,Charlotte City (Northeast),5,"Yes, by paying a cell phone company or Internet service provider",Yes,2,2,Yes,No,No,Valid monthly electricity cost in ELEP,70.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,No,Yes,No,Yes,6,No,900.0,No,Yes,Yes,Yes,Rented,3 vehicles,Valid annual water cost in WATP,3,29.0,Spanish,1200.0,Married couple household,45500.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,2.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,Mail,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,55.0,51 to 60%,61 to 80%,No,Cluster 3
837,Charlotte City (Northwest),3,"Yes, by paying a cell phone company or Internet service provider",Yes,2,6,No,No,No,Valid monthly electricity cost in ELEP,180.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,4,No,650.0,No,Yes,Yes,Yes,Rented,No vehicles,Included in rent or in condo fee,5,101.0,Spanish,1200.0,"Other family household: Female householder, no spouse present",6000.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",10 to 19 years,2.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,54.01,30% and Below,31 to 50%,Yes,Cluster 3
838,Charlotte City (South),6,"Yes, by paying a cell phone company or Internet service provider",Yes,5,2,Yes,No,No,Valid monthly electricity cost in ELEP,50.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,10,No,2800.0,No,Yes,Yes,Yes,Rented,2 vehicles,No charge,7,27.0,English only,9500.0,Married couple household,127500.0,With children under 6 years and 6 to 17 years,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,4.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,160.38,Greater than 120%,Greater than 120%,No,Cluster 3
839,Mecklenburg County (South)--Matthews Town (South),1,"Yes, by paying a cell phone company or Internet service provider",Yes,2,9,Yes,No,No,Valid monthly electricity cost in ELEP,60.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,3,No,1400.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,2016,24.0,English only,9500.0,Nonfamily household: Male householder: Living alone,75000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,52.25,Greater than 120%,81 to 100%,No,Cluster 0
840,Charlotte City (Southwest),1,"No access to the Internet at this house, apartment, or mobile home",Yes,1,9,Yes,No,No,Valid monthly electricity cost in ELEP,60.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,No,No,Yes,3,Yes,2800.0,No,No,No,Yes,Rented,No vehicles,Included in rent or in condo fee,2007,101.0,English only,9500.0,Nonfamily household: Female householder: Living alone,13000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,1 person 65 and over,Mail,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,72.67,30% and Below,Greater than 120%,Yes,Cluster 1
841,Mecklenburg County (South)--Matthews Town (South),3,"Yes, by paying a cell phone company or Internet service provider",Yes,2,2,Yes,No,No,Valid monthly electricity cost in ELEP,130.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,7,No,1000.0,No,Yes,No,Yes,Rented,2 vehicles,Valid annual water cost in WATP,3,26.0,English only,9500.0,Married couple household,53000.0,With children under 6 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,1.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,132.87,61 to 80%,61 to 80%,No,Cluster 3
842,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,2,"Yes, without paying a cell phone company or Internet service provider",Yes,2,7,Yes,No,No,1.0,114.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,7,Yes,1200.0,No,Yes,Yes,Yes,Rented,2 vehicles,Included in rent or in condo fee,2017,7.0,English only,9500.0,Married couple household,220900.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,2 or more persons 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,47.66,Greater than 120%,61 to 80%,No,Cluster 2
843,Charlotte City (Central),3,"Yes, by paying a cell phone company or Internet service provider",Yes,1,6,Yes,No,No,Valid monthly electricity cost in ELEP,150.0,Yes,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,No,No,Yes,3,No,800.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,3,40.0,Spanish,1200.0,"Other family household: Female householder, no spouse present",30000.0,With children under 6 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",No one in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,1.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,106.0,31 to 50%,61 to 80%,Yes,Cluster 3
844,Charlotte City (Central),3,"Yes, by paying a cell phone company or Internet service provider",Yes,2,6,Yes,No,No,Valid monthly electricity cost in ELEP,90.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,No,No,No,Yes,4,No,750.0,No,Yes,Yes,Yes,Rented,1 vehicle,Included in rent or in condo fee,5,22.0,Other language,4500.0,"Other family household: Male householder, no spouse present",46400.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",No one in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,1 or more subfamilies,1 or more persons under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,137.0,61 to 80%,51 to 60%,No,Cluster 3
845,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,2,"Yes, by paying a cell phone company or Internet service provider",Yes,3,2,Yes,No,No,Valid monthly electricity cost in ELEP,130.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,6,No,1000.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,9,29.0,English only,9500.0,Married couple household,50600.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Mail,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,50.7,81 to 100%,61 to 80%,No,Cluster 0
